Subject	Time	Site	Organism	Recip_Ct
P25	21	SupG	Universal	0.063131313131313
P11	35	SubG	Universal	0.045924225028703
P12	35	SubG	Universal	0.048923679060665
P13	35	SubG	Universal	0.047904191616767
P14	35	SubG	Universal	0.042946102641185
P15	35	SubG	Universal	0.051374261494991
P16	35	SubG	Universal	0.051679586563308
P17	35	SubG	Universal	0.047203209818268
P18	35	SubG	Universal	0.050722799898554
P19	35	SubG	Universal	0.049962528103922
P20	35	SubG	Universal	0.056721497447533
P21	35	SubG	Universal	0.049664762850757
P22	35	SubG	Universal	0.052438384897745
P23	35	SubG	Universal	0.044702726866339
P24	35	SubG	Universal	0.051867219917013
P25	35	SubG	Universal	0.053163211057948
P11	35	SupG	Universal	0.051098620337251
P12	35	SupG	Universal	0.045766590389016
P13	35	SupG	Universal	0.046522447080717
P14	35	SupG	Universal	0.04680552305172
P15	35	SupG	Universal	0.052854122621565
P16	35	SupG	Universal	0.046959380136182
P17	35	SupG	Universal	0.04516711833785
P18	35	SupG	Universal	0.05436259853221
P19	35	SupG	Universal	0.043327556325823
P20	35	SupG	Universal	0.050505050505051
P21	35	SupG	Universal	0.055111600992009
P22	35	SupG	Universal	0.054884742041712
P23	35	SupG	Universal	0.04735969689794
P24	35	SupG	Universal	0.053262316910786
P25	35	SupG	Universal	0.053864799353622
P11	-7	SubG	So	0.043706293706294
P12	-7	SubG	So	0.051361068310221
P13	-7	SubG	So	0.052465897166842
P14	-7	SubG	So	0.050838840874428
P15	-7	SubG	So	0.054570259208731
P16	-7	SubG	So	0.049031625398382
P17	-7	SubG	So	0.047180938900684
P18	-7	SubG	So	0.056657223796034
P19	-7	SubG	So	0.048863913999511
P20	-7	SubG	So	0.053619302949062
P21	-7	SubG	So	0.054929964295523
P22	-7	SubG	So	0.05592841163311
P23	-7	SubG	So	0.054054054054054
P24	-7	SubG	So	0.05126890540887
P25	-7	SubG	So	0.055648302726767
P11	-7	SupG	So	0.047460844803038
P12	-7	SupG	So	0.05730659025788
P13	-7	SupG	So	0.047003525264395
P14	-7	SupG	So	0.043658589827549
P15	-7	SupG	So	0.052507219742715
P16	-7	SupG	So	0.056705415367168
P17	-7	SupG	So	0.04104247896573
P18	-7	SupG	So	0.052576235541535
P19	-7	SupG	So	0.044014084507042
P20	-7	SupG	So	0.056417489421721
P21	-7	SupG	So	0.056417489421721
P22	-7	SupG	So	0.053561863952866
P23	-7	SupG	So	0.056947608200456
P24	-7	SupG	So	0.049726504226753
P25	-7	SupG	So	0.056834327934072
P11	21	SubG	So	0.054229934924078
P12	21	SubG	So	0.061087354917532
P13	21	SubG	So	0.05722460658083
P14	21	SubG	So	0.04709206498705
P15	21	SubG	So	0.062092517851599
P16	21	SubG	So	0.058275058275058
P17	21	SubG	So	0.053893829156562
P18	21	SubG	So	0.056242969628796
P19	21	SubG	So	0.052232958997127
P20	21	SubG	So	0.056577086280057
P21	21	SubG	So	0.05989817310572
P22	21	SubG	So	0.062189054726368
P23	21	SubG	So	0.056211354693648
P24	21	SubG	So	0.060551014229488
P25	21	SubG	So	0.059790732436472
P11	21	SupG	So	0.052219321148825
P12	21	SupG	So	0.055834729201563
P13	21	SupG	So	0.056899004267425
P14	21	SupG	So	0.050415931434333
P15	21	SupG	So	0.060587700696759
P16	21	SupG	So	0.064578624475299
P17	21	SupG	So	0.05611672278339
P18	21	SupG	So	0.064871878040869
P19	21	SupG	So	0.052219321148825
P20	21	SupG	So	0.058326042578011
P21	21	SupG	So	0.061709348966368
P22	21	SupG	So	0.062073246430788
P23	21	SupG	So	0.055509297807383
P24	21	SupG	So	0.066137566137566
P25	21	SupG	So	0.064516129032258
P11	35	SubG	So	0.047058823529412
P12	35	SubG	So	0.049517207229512
P13	35	SubG	So	0.047892720306514
P14	35	SubG	So	0.041330853482124
P15	35	SubG	So	0.052219321148825
P16	35	SubG	So	0.054054054054054
P17	35	SubG	So	0.048661800486618
P18	35	SubG	So	0.050479555779909
P19	35	SubG	So	0.050556117290192
P20	35	SubG	So	0.055172413793104
P21	35	SubG	So	0.044843049327354
P22	35	SubG	So	0.052938062466914
P23	35	SubG	So	0.041972717733473
P24	35	SubG	So	0.054914881933004
P25	35	SubG	So	0.051948051948052
P11	35	SupG	So	0.052742616033755
P12	35	SupG	So	0.045361760036289
P13	35	SupG	So	0.047709923664122
P14	35	SupG	So	0.047766897540005
P15	35	SupG	So	0.059294396679514
P16	35	SupG	So	0.04885197850513
P17	35	SupG	So	0.046728971962617
P18	35	SupG	So	0.05497526113249
P19	35	SupG	So	0.043487714720592
P20	35	SupG	So	0.048567265662943
P21	35	SupG	So	0.055959709009513
P22	35	SupG	So	0.053922890266918
P23	35	SupG	So	0.041937513105473
P24	35	SupG	So	0.055096418732782
P25	35	SupG	So	0.052980132450331
